video_filename,matched_music_filename,match_rank,video_score,music_score,score_difference
ACCEDE09595.mp4,14978.mp3,1,0.5507246376811594,0.5555555555555556,0.004830917874396157
ACCEDE09595.mp4,14979.mp3,2,0.5507246376811594,0.5555555555555556,0.004830917874396157
ACCEDE09595.mp4,14984.mp3,3,0.5507246376811594,0.5555555555555556,0.004830917874396157
ACCEDE09581.mp4,14429.mp3,1,0.5884057971014492,0.5882352941085411,0.0001705029929081059
ACCEDE09581.mp4,14415.mp3,2,0.5884057971014492,0.5882352941085411,0.0001705029929081059
ACCEDE09581.mp4,14818.mp3,3,0.5884057971014492,0.5882352941085411,0.0001705029929081059
ACCEDE09556.mp4,15044.mp3,1,0.8260869565217391,0.8333333333333333,0.007246376811594124
ACCEDE09556.mp4,15043.mp3,2,0.8260869565217391,0.8333333333333333,0.007246376811594124
ACCEDE09556.mp4,15042.mp3,3,0.8260869565217391,0.8333333333333333,0.007246376811594124
ACCEDE09230.mp4,14429.mp3,1,0.591304347826087,0.5882352941085411,0.0030690537175458443
ACCEDE09230.mp4,14415.mp3,2,0.591304347826087,0.5882352941085411,0.0030690537175458443
ACCEDE09230.mp4,14818.mp3,3,0.591304347826087,0.5882352941085411,0.0030690537175458443
ACCEDE09542.mp4,14695.mp3,1,0.7681159420289855,0.7692307692456538,0.0011148272166683348
ACCEDE09542.mp4,14694.mp3,2,0.7681159420289855,0.7692307692456538,0.0011148272166683348
ACCEDE09542.mp4,14691.mp3,3,0.7681159420289855,0.7692307692456538,0.0011148272166683348
ACCEDE09797.mp4,15044.mp3,1,0.8434782608695652,0.8333333333333333,0.010144927536231974
ACCEDE09797.mp4,15043.mp3,2,0.8434782608695652,0.8333333333333333,0.010144927536231974
ACCEDE09797.mp4,15042.mp3,3,0.8434782608695652,0.8333333333333333,0.010144927536231974
ACCEDE09783.mp4,14695.mp3,1,0.7478260869565218,0.7692307692456538,0.02140468228913206
ACCEDE09783.mp4,14694.mp3,2,0.7478260869565218,0.7692307692456538,0.02140468228913206
ACCEDE09783.mp4,14691.mp3,3,0.7478260869565218,0.7692307692456538,0.02140468228913206
ACCEDE09754.mp4,14695.mp3,1,0.7507246376811594,0.7692307692456538,0.018506131564494432
ACCEDE09754.mp4,14694.mp3,2,0.7507246376811594,0.7692307692456538,0.018506131564494432
ACCEDE09754.mp4,14691.mp3,3,0.7507246376811594,0.7692307692456538,0.018506131564494432
ACCEDE09740.mp4,14987.mp3,1,0.4492753623188406,0.454545454556009,0.0052700922371684
ACCEDE09740.mp4,14398.mp3,2,0.4492753623188406,0.454545454556009,0.0052700922371684
ACCEDE09740.mp4,15045.mp3,3,0.4492753623188406,0.454545454556009,0.0052700922371684
ACCEDE09768.mp4,14950.mp3,1,0.5043478260869565,0.5,0.004347826086956497
ACCEDE09768.mp4,14993.mp3,2,0.5043478260869565,0.5,0.004347826086956497
ACCEDE09768.mp4,14401.mp3,3,0.5043478260869565,0.5,0.004347826086956497
ACCEDE09620.mp4,14429.mp3,1,0.5768115942028985,0.5882352941085411,0.011423699905642626
ACCEDE09620.mp4,14415.mp3,2,0.5768115942028985,0.5882352941085411,0.011423699905642626
ACCEDE09620.mp4,14818.mp3,3,0.5768115942028985,0.5882352941085411,0.011423699905642626
ACCEDE09634.mp4,14867.mp3,1,0.1391304347826087,0.1538461538491307,0.014715719066521998
ACCEDE09634.mp4,14869.mp3,2,0.1391304347826087,0.1562500000024187,0.017119565219810007
ACCEDE09634.mp4,14870.mp3,3,0.1391304347826087,0.1562500000024187,0.017119565219810007
ACCEDE09608.mp4,14695.mp3,1,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09608.mp4,14694.mp3,2,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09608.mp4,14691.mp3,3,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09387.mp4,14869.mp3,1,0.1565217391304348,0.1562500000024187,0.0002717391280160908
ACCEDE09387.mp4,14870.mp3,2,0.1565217391304348,0.1562500000024187,0.0002717391280160908
ACCEDE09387.mp4,14621.mp3,3,0.1565217391304348,0.1587301587301587,0.0022084195997238987
ACCEDE09393.mp4,14978.mp3,1,0.5623188405797102,0.5555555555555556,0.006763285024154575
ACCEDE09393.mp4,14979.mp3,2,0.5623188405797102,0.5555555555555556,0.006763285024154575
ACCEDE09393.mp4,14984.mp3,3,0.5623188405797102,0.5555555555555556,0.006763285024154575
ACCEDE09422.mp4,15044.mp3,1,0.808695652173913,0.8333333333333333,0.02463768115942022
ACCEDE09422.mp4,15043.mp3,2,0.808695652173913,0.8333333333333333,0.02463768115942022
ACCEDE09422.mp4,15042.mp3,3,0.808695652173913,0.8333333333333333,0.02463768115942022
ACCEDE09344.mp4,14429.mp3,1,0.5942028985507246,0.5882352941085411,0.005967604442183472
ACCEDE09344.mp4,14415.mp3,2,0.5942028985507246,0.5882352941085411,0.005967604442183472
ACCEDE09344.mp4,14818.mp3,3,0.5942028985507246,0.5882352941085411,0.005967604442183472
ACCEDE09350.mp4,14760.mp3,1,0.6666666666666666,0.6666666666666666,0.0
